ID compra,ID cliente,Programa de cashback,Edad,Sexo biológico,Evaluación de la compra
1610,8992,Sí,39,Masculino,10
1618,6873,No,53,Masculino,5
1599,3592,No,28,Femenino,9
1601,9518,Sí,40,Femenino,9
1624,4377,Sí,39,Femenino,9
1623,4375,No,42,Femenino,10
1602,9716,Sí,28,Masculino,9
1619,6289,No,59,Femenino,2
1626,2801,Sí,40,Masculino,9
1621,3082,Sí,34,Masculino,10
1643,3011,Sí,35,Femenino,10
1642,4275,No,53,Femenino,10
1655,3206,No,60,Masculino,7
1633,2220,No,29,Masculino,10
1636,5086,No,57,Masculino,10
1638,4943,No,27,Femenino,9
1641,7165,No,50,Femenino,10
1645,2520,No,47,Femenino,10
1630,4411,Sí,29,Masculino,9
1639,3939,No,54,Masculino,4
1635,2492,Sí,18,Femenino,10
1658,6171,No,57,Masculino,10
1640,7427,Sí,38,Masculino,9
1631,4863,Sí,30,Masculino,10
1649,7127,No,38,Femenino,9
1637,1783,Sí,26,Masculino,9
1648,1776,No,42,Femenino,9
1653,8383,Sí,38,Masculino,9
1657,4069,No,51,Femenino,9
1634,9893,No,45,Masculino,10
1629,2782,Sí,29,Femenino,10
1632,3505,Sí,39,Masculino,0
1647,3602,Sí,18,Masculino,10
1652,6335,No,18,Masculino,10
1651,3442,Sí,31,Masculino,10
1644,7324,No,42,Femenino,9
1646,9978,Sí,39,Masculino,9
1656,1061,Sí,21,Masculino,10
1650,1218,Sí,36,Femenino,9
1654,6526,No,39,Masculino,10
1668,3177,Sí,34,Femenino,9
1662,5416,No,32,Femenino,1
1661,1682,No,33,Femenino,10
1664,3351,No,48,Masculino,10
1665,8980,No,34,Masculino,7
1669,8497,No,43,Femenino,9
1666,4130,No,52,Masculino,10
1659,1439,No,41,Femenino,9
1674,2092,No,46,Femenino,10
1670,3461,Sí,31,Femenino,9
1671,6615,Sí,33,Femenino,10
1672,5642,Sí,31,Masculino,10
1667,4853,No,45,Masculino,6
1673,1816,No,45,Femenino,10
1660,3054,No,43,Masculino,10
1663,8537,Sí,22,Masculino,9
1676,9543,No,48,Masculino,9
1677,4797,No,50,Femenino,9
1682,5696,No,45,Masculino,10
1685,3202,Sí,27,Masculino,10
1679,2350,No,49,Masculino,10
1686,1131,No,42,Femenino,9
1678,3216,Sí,33,Masculino,9
1680,6110,Sí,39,Femenino,6
1688,3811,Sí,34,Masculino,10
1690,8855,No,43,Femenino,9
1687,2724,No,43,Femenino,9
1675,6058,No,42,Masculino,9
1684,2298,No,42,Masculino,10
1689,6139,No,41,Masculino,9
1683,6797,No,49,Masculino,9
1681,3380,Sí,34,Masculino,9
1720,6563,No,31,Masculino,9
1712,9959,No,40,Masculino,10
1705,6051,No,41,Femenino,9
1716,6788,No,51,Masculino,9
1704,3637,No,56,Femenino,10
1700,9726,No,49,Femenino,10
1718,3541,Sí,36,Femenino,9
1691,9518,Sí,40,Femenino,7
1701,1526,No,31,Masculino,9
1714,1734,Sí,38,Masculino,2
1695,3599,No,27,Femenino,10
1694,9767,Sí,33,Masculino,9
1717,2467,Sí,38,Femenino,8
1703,1460,Sí,35,Masculino,9
1697,6411,Sí,19,Femenino,10
1706,9691,Sí,18,Masculino,0
1715,4587,Sí,27,Masculino,9
1698,6809,No,48,Femenino,9
1709,5745,No,43,Masculino,9
1710,8433,Sí,19,Masculino,9
1708,9960,Sí,36,Femenino,10
1702,9211,No,51,Masculino,9
1693,5071,No,46,Masculino,10
1713,6530,Sí,19,Masculino,10
1719,9845,No,46,Masculino,10
1692,8215,Sí,29,Femenino,9
1707,5468,No,47,Femenino,9
1711,6548,No,57,Masculino,9
1699,4930,No,47,Femenino,3
1696,1095,No,27,Femenino,10
1731,9000,Sí,39,Masculino,10
1738,5665,No,35,Masculino,10
1737,4807,Sí,37,Femenino,10
1732,5503,No,36,Masculino,9
1735,7255,No,57,Masculino,10
1729,2696,No,39,Masculino,5
1728,6343,No,36,Masculino,9
1734,2293,No,35,Femenino,9
1730,4190,Sí,37,Masculino,9
1725,7813,No,50,Masculino,10
1722,3324,No,33,Masculino,10
1727,1154,No,62,Femenino,10
1724,5818,Sí,39,Femenino,10
1736,4889,No,44,Masculino,10
1723,1669,No,56,Femenino,9
1721,5682,No,43,Masculino,9
1726,6737,Sí,31,Masculino,10
1733,2558,No,38,Femenino,10
1747,2384,No,41,Masculino,9
1753,7558,Sí,40,Masculino,9
1745,5880,No,46,Masculino,9
1744,5230,Sí,30,Masculino,9
1751,6688,Sí,26,Femenino,10
1752,9332,No,28,Femenino,9
1741,3239,No,31,Femenino,10
1749,8569,No,48,Femenino,10
1742,9522,Sí,29,Femenino,10
1755,6904,No,29,Femenino,9
1743,4406,Sí,39,Masculino,10
1746,5862,No,44,Masculino,10
1748,9023,No,32,Masculino,9
1756,9791,No,44,Masculino,9
1757,9896,No,60,Masculino,9
1740,6328,No,37,Masculino,10
1758,3065,Sí,36,Femenino,10
1739,7101,No,42,Femenino,9
1750,3205,Sí,40,Femenino,9
1754,8121,No,40,Masculino,9
1763,7036,No,26,Masculino,9
1783,8202,No,35,Femenino,9
1778,3219,Sí,26,Masculino,10
1762,4929,No,18,Femenino,7
1782,8448,No,45,Masculino,9
1761,9943,Sí,27,Femenino,9
1775,6451,Sí,38,Masculino,10
1779,4250,Sí,31,Femenino,10
1759,8459,No,45,Masculino,10
1774,9880,No,25,Femenino,9
1768,5004,No,38,Femenino,10
1784,2822,No,45,Femenino,9
1760,2273,No,34,Masculino,10
1764,1233,No,46,Masculino,9
1766,7402,No,42,Masculino,9
1776,9727,Sí,26,Masculino,10
1767,5235,No,43,Masculino,9
1771,5625,No,56,Femenino,4
1769,5282,No,48,Femenino,9
1777,1059,No,57,Masculino,8
1773,8270,No,42,Masculino,9
1770,5027,Sí,39,Femenino,10
1781,9723,No,44,Masculino,9
1780,2322,Sí,38,Femenino,9
1772,4557,No,31,Masculino,9
1765,8564,Sí,32,Masculino,2
1803,9802,No,18,Femenino,10
1799,8248,No,45,Femenino,4
1802,8995,Sí,32,Masculino,9
1797,7543,No,55,Femenino,10
1794,7346,Sí,33,Femenino,9
1801,8596,Sí,37,Femenino,10
1787,9145,Sí,18,Masculino,10
1796,2674,No,43,Masculino,10
1806,8976,Sí,39,Femenino,9
1785,5418,Sí,30,Femenino,2
1795,8966,No,50,Femenino,9
1786,7967,No,43,Femenino,10
1791,8295,No,43,Masculino,9
1800,9182,No,34,Femenino,9
1792,3118,No,50,Masculino,9
1789,2892,No,37,Masculino,10
1793,8908,No,49,Masculino,9
1804,1737,Sí,36,Femenino,9
1788,3569,No,54,Masculino,10
1798,6221,Sí,39,Femenino,9
1805,3863,No,48,Femenino,10
1790,4837,No,34,Masculino,10
1818,5092,No,47,Masculino,10
1813,3874,Sí,33,Masculino,9
1811,3570,No,45,Femenino,10
1814,3024,No,47,Masculino,9
1819,7295,Sí,30,Femenino,10
1824,7890,No,49,Femenino,9
1807,5924,No,35,Masculino,7
1815,6112,Sí,27,Masculino,10
1823,2019,No,46,Femenino,8
1820,1940,No,30,Femenino,9
1809,8073,No,59,Masculino,9
1812,4158,No,27,Femenino,10
1821,4083,No,38,Masculino,9
1808,4870,Sí,24,Masculino,6
1817,2199,No,29,Masculino,8
1816,9817,No,41,Masculino,10
1810,3744,No,57,Femenino,10
1822,1388,No,33,Femenino,10
1830,7219,Sí,34,Masculino,9
1841,9635,No,44,Femenino,10
1840,2279,No,31,Femenino,10
1833,2766,No,55,Femenino,10
1829,8148,Sí,23,Masculino,5
1834,7685,Sí,28,Masculino,8
1825,4403,Sí,36,Masculino,10
1836,8776,No,50,Femenino,10
1826,8845,No,48,Masculino,9
1838,2332,No,26,Femenino,10
1828,7374,No,57,Femenino,10
1837,8349,Sí,35,Masculino,9
1842,6837,No,39,Masculino,9
1832,1660,Sí,21,Masculino,10
1835,2146,No,41,Femenino,5
1839,5517,No,33,Masculino,10
1831,7540,No,38,Masculino,10
1827,6968,No,44,Masculino,10
1865,3013,Sí,31,Femenino,10
1847,1141,No,47,Femenino,9
1849,9815,No,43,Masculino,8
1852,3879,No,45,Femenino,9
1858,2025,No,38,Masculino,10
1866,1128,Sí,39,Femenino,9
1848,7136,No,51,Femenino,4
1860,8710,No,58,Masculino,9
1846,3074,Sí,33,Femenino,10
1844,8004,No,41,Femenino,9
1862,1860,No,42,Femenino,9
1843,3212,Sí,37,Femenino,9
1857,5828,No,33,Femenino,9
1845,2823,Sí,29,Femenino,8
1859,7901,No,52,Femenino,10
1851,6563,No,31,Masculino,10
1850,2410,No,42,Masculino,8
1861,1406,Sí,33,Femenino,9
1864,3557,Sí,38,Masculino,9
1856,7003,Sí,21,Femenino,2
1863,2323,Sí,33,Femenino,2
1868,7033,Sí,30,Femenino,9
1867,4428,No,47,Masculino,9
1853,8208,Sí,37,Masculino,9
1855,9432,No,66,Masculino,10
1854,4180,No,48,Masculino,9
1883,9793,Sí,38,Masculino,9
1875,6122,No,46,Masculino,10
1884,6557,No,46,Masculino,10
1872,2861,Sí,36,Femenino,10
1871,9758,No,44,Femenino,10
1878,1782,No,47,Masculino,9
1869,9543,No,48,Masculino,9
1882,1325,No,54,Masculino,10
1879,4071,Sí,31,Femenino,10
1880,2794,Sí,28,Masculino,10
1873,5069,No,48,Femenino,9
1881,5739,No,25,Masculino,10
1876,2330,Sí,28,Masculino,9
1874,4773,No,43,Femenino,9
1877,6914,No,45,Femenino,10
1870,8976,Sí,39,Femenino,9
1898,8423,No,56,Masculino,10
1894,2416,Sí,24,Masculino,6
1893,5164,No,65,Masculino,10
1897,6900,Sí,36,Masculino,9
1885,4446,No,40,Femenino,9
1902,2475,No,40,Masculino,10
1895,3474,Sí,33,Femenino,10
1896,9781,No,47,Masculino,10
1900,2279,No,31,Femenino,10
1899,7037,No,41,Masculino,10
1886,4306,Sí,40,Femenino,9
1901,5319,No,52,Masculino,7
1888,8403,Sí,26,Femenino,10
1890,2746,Sí,28,Femenino,7
1891,3879,No,45,Femenino,10
1889,7234,No,18,Femenino,4
1887,1930,Sí,20,Masculino,10
1892,4269,No,36,Femenino,10
1913,2789,Sí,29,Femenino,10
1910,6206,Sí,18,Femenino,9
1911,6651,Sí,36,Femenino,10
1906,6463,Sí,37,Masculino,10
1907,9399,Sí,26,Masculino,5
1914,4619,No,45,Masculino,10
1920,9894,Sí,36,Femenino,10
1921,7126,No,50,Masculino,10
1912,4992,No,36,Masculino,10
1922,8525,Sí,31,Femenino,10
1905,7958,Sí,34,Masculino,9
1924,4435,No,18,Femenino,9
1918,7837,Sí,35,Masculino,8
1923,5883,Sí,34,Femenino,5
1903,7418,No,40,Femenino,10
1908,4892,No,41,Femenino,9
1915,2169,No,47,Masculino,4
1917,2414,Sí,33,Femenino,9
1904,7680,No,31,Femenino,10
1916,7576,Sí,40,Femenino,9
1909,4356,No,38,Masculino,10
1919,4611,No,37,Femenino,9
1931,2958,No,31,Femenino,10
1938,4732,Sí,28,Femenino,10
1945,8334,No,30,Femenino,10
1935,2783,No,42,Femenino,10
1950,3439,No,35,Femenino,10
1941,4145,No,39,Femenino,10
1937,3413,No,30,Femenino,10
1926,5184,Sí,29,Femenino,4
1927,8287,No,41,Femenino,10
1944,2349,No,30,Femenino,9
1929,1909,Sí,25,Masculino,9
1948,9820,Sí,20,Femenino,2
1936,6322,No,50,Femenino,7
1949,5244,No,53,Femenino,10
1940,9815,No,43,Masculino,9
1943,7561,No,54,Femenino,10
1925,7648,Sí,39,Femenino,9
1928,7577,Sí,26,Masculino,10
1934,1183,Sí,36,Masculino,9
1947,9924,No,50,Femenino,10
1946,6384,Sí,35,Femenino,9
1942,6793,No,36,Masculino,10
1939,6138,Sí,23,Femenino,9
1932,3625,Sí,34,Femenino,9
1930,1290,No,47,Femenino,10
1933,5955,Sí,28,Masculino,10
1956,5887,No,20,Masculino,9
1966,3380,Sí,34,Masculino,9
1962,2450,No,58,Masculino,6
1952,5009,Sí,33,Femenino,10
1957,3144,No,27,Femenino,9
1961,1876,No,44,Femenino,10
1958,5851,Sí,23,Masculino,9
1974,5710,No,35,Masculino,9
1951,2666,No,45,Masculino,9
1967,2256,No,49,Femenino,9
1969,3838,Sí,29,Masculino,9
1964,6414,No,50,Masculino,9
1972,2680,No,55,Masculino,10
1973,6938,Sí,33,Masculino,0
1970,7646,No,38,Femenino,10
1953,7176,No,43,Femenino,9
1954,9460,Sí,33,Masculino,9
1968,6757,Sí,18,Femenino,9
1959,4537,Sí,30,Femenino,1
1963,5767,No,37,Femenino,10
1965,7007,Sí,40,Femenino,10
1960,9540,No,49,Masculino,10
1955,5413,Sí,34,Masculino,9
1971,1707,Sí,28,Femenino,5
1982,6633,No,56,Femenino,10
1977,9707,Sí,39,Femenino,9
1987,9101,No,51,Femenino,9
1980,8568,Sí,33,Femenino,10
1983,6837,No,39,Masculino,9
1984,9263,No,53,Masculino,10
1979,1116,No,19,Masculino,10
1976,3897,Sí,40,Masculino,10
1978,9980,Sí,32,Masculino,9
1990,6445,No,53,Masculino,7
1975,2887,Sí,25,Femenino,10
1988,8525,Sí,31,Femenino,9
1986,4109,Sí,30,Femenino,9
1985,2613,No,37,Masculino,10
1981,2857,No,47,Femenino,9
1989,8264,Sí,34,Femenino,9
1991,7186,No,46,Masculino,10
1993,9366,No,55,Femenino,10
2003,3131,No,36,Masculino,8
2000,1559,No,43,Masculino,10
1992,5302,Sí,37,Femenino,9
1997,2497,No,50,Masculino,9
2004,2008,No,43,Femenino,10
2005,3464,Sí,37,Femenino,9
2010,5903,No,34,Masculino,10
2014,3004,No,43,Masculino,9
2008,4907,No,21,Femenino,9
2006,9250,No,41,Femenino,10
2002,3256,Sí,35,Masculino,10
2011,4019,No,32,Masculino,9
2012,1542,Sí,29,Masculino,10
2007,9752,Sí,38,Femenino,10
1999,9107,No,52,Masculino,10
2001,5532,Sí,35,Masculino,9
1995,2270,No,43,Femenino,9
2013,3194,No,41,Masculino,9
1996,7314,No,50,Femenino,10
1994,6194,No,54,Femenino,10
1998,9569,No,31,Femenino,9
2009,4303,Sí,39,Femenino,9
2015,7631,No,43,Femenino,10
2038,5388,No,49,Femenino,9
2036,6404,No,58,Femenino,10
2032,5545,Sí,37,Masculino,9
2029,5478,No,45,Masculino,9
2030,5841,No,27,Femenino,10
2042,4555,Sí,27,Femenino,9
2037,9104,No,55,Masculino,9
2035,7020,Sí,40,Masculino,9
2017,4535,No,23,Masculino,10
2027,9769,No,54,Femenino,8
2028,5245,No,46,Masculino,9
2025,8566,No,19,Femenino,10
2033,4529,Sí,36,Femenino,10
2022,4501,Sí,29,Femenino,9
2018,7233,No,52,Masculino,8
2024,7977,Sí,37,Masculino,9
2026,4436,No,45,Masculino,2
2044,5512,Sí,29,Femenino,9
2039,4813,No,41,Masculino,10
2021,6069,Sí,39,Femenino,9
2023,9999,Sí,32,Masculino,9
2041,1259,No,45,Femenino,9
2016,2161,Sí,31,Femenino,10
2034,2164,No,26,Femenino,10
2043,3768,No,54,Masculino,8
2020,3376,No,48,Masculino,3
2019,3276,Sí,39,Masculino,6
2040,3819,No,43,Femenino,9
2031,3825,No,47,Femenino,9
2070,9277,Sí,37,Femenino,9
2045,1922,Sí,19,Femenino,10
2071,1047,No,29,Femenino,10
2067,8073,No,59,Masculino,1
2060,8133,No,38,Femenino,10
2048,3054,No,43,Masculino,10
2069,5900,No,49,Femenino,9
2046,1445,No,44,Femenino,9
2055,4883,No,44,Femenino,10
2047,5573,No,43,Femenino,9
2056,7118,Sí,18,Femenino,9
2065,4264,Sí,34,Masculino,10
2051,8292,No,42,Masculino,1
2049,9910,Sí,25,Masculino,9
2058,8489,No,41,Masculino,10
2072,2672,No,35,Masculino,0
2057,9940,No,41,Femenino,10
2052,1466,No,44,Femenino,10
2064,7165,No,50,Femenino,9
2068,5560,Sí,38,Femenino,10
2053,3709,Sí,37,Femenino,10
2054,6944,No,49,Femenino,9
2063,6956,Sí,26,Masculino,9
2059,7724,Sí,35,Femenino,9
2061,4568,No,43,Femenino,9
2062,7604,No,18,Femenino,9
2066,1295,No,36,Femenino,10
2050,2889,No,48,Femenino,9
2085,8409,No,49,Masculino,10
2084,6741,Sí,39,Femenino,9
2087,9777,Sí,34,Masculino,9
2086,3618,No,59,Masculino,7
2082,4395,No,41,Masculino,9
2081,5310,Sí,27,Masculino,9
2088,5882,Sí,38,Masculino,10
2077,2705,No,52,Femenino,10
2076,6082,Sí,18,Masculino,10
2083,2563,No,49,Femenino,6
2078,9412,No,41,Masculino,1
2090,8917,Sí,29,Masculino,10
2075,9007,Sí,32,Femenino,8
2079,4683,Sí,33,Masculino,9
2073,1709,Sí,37,Femenino,9
2092,5505,No,42,Femenino,10
2089,8816,No,38,Femenino,10
2080,3134,Sí,39,Femenino,9
2091,4496,Sí,28,Femenino,10
2074,5219,Sí,35,Masculino,3
2102,4127,No,47,Femenino,10
2094,4141,No,52,Masculino,9
2095,6298,No,66,Masculino,9
2108,1312,No,47,Masculino,10
2103,2070,No,33,Femenino,10
2107,5206,Sí,18,Femenino,9
2104,4864,No,43,Femenino,10
2098,9098,No,28,Femenino,4
2099,6580,No,51,Femenino,10
2101,8207,Sí,33,Femenino,10
2100,9981,Sí,18,Femenino,6
2096,1975,No,42,Femenino,9
2106,1303,No,43,Femenino,10
2105,2048,No,46,Masculino,9
2097,8756,Sí,40,Femenino,10
2093,4731,No,44,Femenino,9
2127,8494,Sí,22,Femenino,10
2134,6680,Sí,34,Femenino,9
2138,4374,No,29,Masculino,10
2116,8062,No,21,Femenino,9
2123,4539,Sí,25,Femenino,9
2136,3405,No,41,Femenino,9
2133,1364,No,47,Masculino,10
2113,6889,No,31,Femenino,9
2129,1850,No,31,Femenino,9
2120,3027,No,50,Femenino,9
2122,8873,No,41,Masculino,10
2124,4871,No,36,Femenino,10
2132,7052,No,50,Femenino,9
2118,8207,Sí,33,Femenino,10
2125,6557,No,46,Masculino,10
2128,8366,No,38,Femenino,9
2126,1142,No,56,Masculino,5
2111,3044,No,41,Femenino,10
2112,6446,No,58,Masculino,9
2117,8339,No,40,Femenino,10
2119,4266,No,49,Masculino,5
2131,3195,No,39,Femenino,9
2121,5628,No,37,Femenino,9
2109,8406,No,58,Femenino,10
2115,5430,Sí,35,Masculino,9
2137,6339,Sí,39,Masculino,10
2110,3881,No,44,Masculino,4
2114,6016,No,38,Femenino,9
2130,5017,No,44,Femenino,10
2135,2803,No,43,Femenino,10
2143,2972,No,19,Femenino,9
2140,4110,No,40,Masculino,9
2153,4124,No,48,Masculino,9
2142,6303,No,47,Femenino,10
2144,9706,No,40,Masculino,9
2150,8576,Sí,34,Femenino,9
2157,2067,Sí,40,Femenino,9
2146,9429,No,41,Femenino,9
2161,8907,No,32,Masculino,4
2162,8676,No,42,Femenino,10
2139,3520,No,45,Femenino,9
2158,4323,No,53,Femenino,9
2145,1910,No,45,Femenino,10
2160,2510,No,35,Masculino,10
2151,1127,No,52,Femenino,10
2148,8988,No,41,Femenino,10
2154,7158,No,38,Femenino,10
2149,2354,Sí,29,Masculino,10
2155,5337,Sí,36,Femenino,9
2141,7245,Sí,38,Masculino,4
2147,6067,Sí,35,Masculino,10
2152,8036,Sí,29,Masculino,9
2159,2037,Sí,39,Masculino,9
2156,9867,Sí,25,Femenino,9
2170,5919,No,65,Masculino,9
2171,9209,No,46,Femenino,10
2172,4533,Sí,40,Masculino,9
2167,2124,Sí,34,Femenino,9
2164,3429,No,48,Masculino,10
2166,1331,Sí,36,Femenino,10
2174,6690,No,26,Femenino,10
2169,1795,Sí,38,Masculino,9
2168,8591,Sí,27,Femenino,9
2163,7424,No,52,Femenino,10
2165,5808,No,41,Femenino,10
2173,8496,No,46,Femenino,4
2184,7606,No,24,Masculino,10
2186,8663,Sí,27,Masculino,10
2181,6036,No,31,Femenino,10
2179,9275,Sí,33,Femenino,10
2175,3342,Sí,37,Femenino,9
2176,8543,No,50,Femenino,10
2183,5828,No,33,Femenino,9
2185,3872,Sí,39,Masculino,9
2178,2081,No,36,Masculino,9
2180,7170,Sí,23,Femenino,10
2177,6483,No,43,Femenino,10
2182,2541,Sí,19,Femenino,10
2193,4501,Sí,29,Femenino,10
2190,2475,No,40,Masculino,9
2187,8206,Sí,35,Masculino,9
2197,8086,Sí,33,Masculino,10
2198,4594,No,37,Masculino,7
2192,1172,No,35,Masculino,9
2195,6530,Sí,19,Masculino,10
2194,7204,No,50,Femenino,10
2188,2783,No,42,Femenino,10
2196,7697,No,45,Masculino,10
2191,5525,No,37,Femenino,10
2189,7085,No,41,Femenino,9
2206,1242,No,41,Femenino,9
2205,7643,No,38,Femenino,9
2202,6500,Sí,40,Masculino,10
2203,5125,No,47,Masculino,9
2200,8237,Sí,26,Femenino,9
2204,6101,Sí,34,Masculino,9
2201,1025,Sí,35,Masculino,10
2199,4653,Sí,30,Femenino,9
2218,5678,No,44,Femenino,9
2209,5167,No,43,Femenino,10
2213,2013,Sí,37,Femenino,9
2210,5435,No,58,Femenino,10
2212,7700,No,52,Masculino,10
2215,9747,No,33,Femenino,9
2208,7709,No,37,Femenino,9
2214,9652,Sí,40,Masculino,9
2207,5391,No,42,Femenino,3
2211,3248,Sí,27,Femenino,10
2216,1950,Sí,38,Masculino,9
2217,9784,Sí,34,Masculino,10
2222,3432,No,56,Femenino,9
2219,9869,Sí,37,Femenino,10
2223,3011,Sí,35,Femenino,10
2221,7961,Sí,28,Masculino,9
2220,1318,No,54,Femenino,5
2226,7899,Sí,30,Femenino,9
2224,1562,No,18,Femenino,10
2225,6155,Sí,40,Masculino,9
2229,9775,No,42,Masculino,9
2228,2434,Sí,33,Femenino,10
2232,5282,No,48,Femenino,7
2234,9022,No,50,Femenino,9
2230,2058,Sí,29,Masculino,10
2235,3846,No,45,Femenino,10
2231,4562,No,48,Masculino,9
2227,4123,No,45,Femenino,7
2233,5141,No,43,Femenino,7
2244,1958,Sí,32,Femenino,10
2240,4289,Sí,35,Masculino,10
2247,8964,Sí,25,Femenino,10
2236,3849,Sí,39,Femenino,9
2239,8752,Sí,30,Masculino,9
2243,1350,No,36,Femenino,10
2238,2940,Sí,18,Masculino,2
2241,5779,Sí,33,Femenino,8
2237,2512,Sí,33,Femenino,9
2245,2266,No,55,Masculino,9
2246,6181,No,39,Masculino,7
2242,5633,No,45,Masculino,3
2251,7692,No,50,Femenino,10
2253,3263,No,30,Masculino,10
2257,4657,No,34,Femenino,9
2256,8358,Sí,18,Femenino,10
2248,4748,Sí,18,Masculino,9
2259,9662,No,40,Femenino,10
2254,6848,No,47,Femenino,10
2252,6561,No,44,Femenino,10
2249,9930,No,50,Masculino,9
2258,4802,No,23,Masculino,10
2255,3042,No,51,Femenino,9
2250,4354,Sí,38,Masculino,10
2262,1944,Sí,18,Masculino,9
2264,6039,Sí,35,Femenino,10
2265,5109,Sí,25,Femenino,10
2266,6070,No,41,Femenino,9
2260,3372,No,45,Masculino,10
2261,3306,Sí,32,Masculino,10
2263,6482,No,43,Masculino,10
2267,2650,Sí,30,Femenino,7
2271,4067,No,30,Masculino,9
2277,2746,Sí,28,Femenino,9
2275,9009,No,47,Masculino,10
2268,4139,Sí,36,Masculino,6
2269,5554,No,32,Masculino,10
2272,5427,No,44,Femenino,10
2278,5229,No,27,Masculino,10
2274,2497,No,50,Masculino,9
2276,2973,No,34,Masculino,9
2270,9537,No,44,Masculino,7
2273,1910,No,45,Femenino,9
2284,1466,No,44,Femenino,9
2279,3405,No,41,Femenino,10
2280,6273,No,53,Masculino,10
2281,1734,Sí,38,Masculino,9
2282,4724,Sí,35,Masculino,6
2285,9679,Sí,35,Masculino,10
2286,1115,No,18,Femenino,10
2283,8397,Sí,32,Femenino,9
2291,1756,No,39,Femenino,9
2297,4330,No,41,Femenino,10
2298,9286,No,54,Femenino,10
2288,2493,No,53,Femenino,4
2292,3564,Sí,18,Masculino,10
2289,1066,No,58,Masculino,9
2294,8895,No,31,Femenino,10
2295,3340,Sí,38,Masculino,10
2290,8256,No,56,Femenino,9
2287,3124,Sí,37,Masculino,10
2296,5852,Sí,19,Femenino,10
2293,1176,No,45,Femenino,9
2310,2104,No,47,Masculino,9
2308,3292,Sí,25,Masculino,9
2303,5373,Sí,31,Masculino,4
2301,4241,Sí,26,Femenino,10
2309,4842,No,41,Masculino,10
2302,1255,No,42,Masculino,9
2307,4970,Sí,30,Femenino,9
2306,6617,No,41,Masculino,10
2305,3968,No,31,Femenino,10
2299,7514,No,46,Femenino,10
2304,6397,No,36,Masculino,8
2300,1789,Sí,20,Femenino,10
2317,6817,Sí,38,Masculino,10
2316,2856,No,40,Masculino,9
2314,3448,Sí,28,Femenino,9
2315,2787,Sí,27,Masculino,10
2313,8734,Sí,39,Masculino,10
2319,2488,Sí,26,Femenino,7
2318,2785,No,42,Masculino,9
2311,8787,Sí,30,Masculino,10
2321,5108,Sí,38,Femenino,10
2312,7549,Sí,30,Masculino,10
2320,9559,No,42,Masculino,10
2329,1972,No,22,Masculino,10
2326,8593,No,35,Masculino,10
2328,9264,Sí,28,Masculino,9
2322,7075,No,45,Femenino,10
2325,2068,Sí,35,Masculino,9
2324,2664,No,56,Femenino,9
2327,2611,No,41,Masculino,5
2323,5283,Sí,31,Femenino,9
2332,1856,No,35,Masculino,9
2338,5803,No,48,Masculino,10
2331,1538,No,41,Femenino,10
2337,3531,No,46,Masculino,9
2335,8457,No,42,Femenino,9
2334,1074,No,51,Femenino,9
2336,3378,Sí,37,Femenino,10
2330,9658,Sí,38,Masculino,9
2333,5153,Sí,36,Masculino,3
2345,5612,No,42,Masculino,9
2342,2188,Sí,37,Femenino,10
2346,5439,Sí,39,Masculino,10
2344,9289,No,50,Masculino,10
2340,5508,Sí,26,Femenino,9
2339,5975,Sí,34,Masculino,9
2350,3483,No,42,Femenino,10
2347,7496,No,45,Masculino,10
2348,5667,Sí,33,Femenino,9
2341,7978,No,48,Femenino,9
2343,9876,No,54,Masculino,10
2349,1011,No,52,Femenino,9
2359,9141,Sí,34,Femenino,10
2352,6713,Sí,37,Femenino,10
2355,1726,Sí,33,Femenino,9
2351,2848,No,45,Masculino,10
2358,8324,No,46,Femenino,10
2357,3053,Sí,32,Femenino,10
2353,7236,Sí,35,Masculino,9
2354,9582,Sí,24,Femenino,4
2356,4988,No,29,Femenino,10
2362,4504,Sí,35,Femenino,9
2365,4592,No,38,Masculino,9
2367,8194,No,49,Masculino,9
2364,1659,No,54,Femenino,10
2361,7502,Sí,18,Femenino,9
2366,3265,No,22,Masculino,10
2360,4557,No,31,Masculino,10
2363,5081,Sí,18,Masculino,10
2368,1450,No,19,Femenino,9
2378,3451,Sí,39,Femenino,10
2379,9971,No,43,Femenino,10
2374,7151,Sí,25,Femenino,10
2370,5924,No,35,Masculino,10
2377,8023,Sí,30,Femenino,9
2376,1470,Sí,35,Femenino,10
2372,3454,No,55,Masculino,10
2375,6347,No,42,Masculino,6
2373,9038,Sí,32,Masculino,10
2371,1479,No,47,Femenino,9
2369,6492,No,18,Masculino,8
2384,1266,No,32,Femenino,9
2390,4903,No,26,Masculino,10
2387,8967,No,18,Femenino,10
2386,5277,No,45,Masculino,9
2385,8587,No,44,Masculino,9
2391,7734,Sí,23,Femenino,9
2389,2332,No,26,Femenino,9
2388,6365,No,50,Masculino,10
2382,1085,Sí,40,Masculino,10
2381,7197,No,48,Femenino,10
2383,6347,No,42,Masculino,7
2380,2467,Sí,38,Femenino,4
2397,2773,No,46,Femenino,10
2393,4428,No,47,Masculino,10
2395,9252,No,45,Femenino,10
2401,7961,Sí,28,Masculino,9
2400,5555,No,56,Masculino,9
2396,5579,No,34,Femenino,10
2392,6709,Sí,40,Masculino,9
2394,6316,No,38,Masculino,7
2403,8407,Sí,32,Femenino,9
2398,3240,No,44,Femenino,10
2402,1147,Sí,19,Masculino,9
