ID compra,Unidad,Ciudad,Fecha,Horario,Categoría del producto,Precio unitario,Cantidad,Método de pago
2701,Estrella,San Antonio,8/12/2022,10:35,Belleza y cuidado personal,"196,9",2,Tarjeta
2697,Parque de las Naciones,El Carmen,8/12/2022,14:22,Alimentos y bebidas,"88,9",4,PIX
2698,Estrella,San Antonio,8/12/2022,18:16,Alimentos y bebidas,"82,9",5,PIX
2692,Parque de las Naciones,El Carmen,8/12/2022,13:28,Belleza y cuidado personal,"49,9",4,PayPal
2708,Aurora,Santa Rosa,8/12/2022,9:07,Belleza y cuidado personal,"216,9",3,PIX
2683,Parque de las Naciones,El Carmen,8/12/2022,19:13,Electrónicos,"7668,9",4,PIX
2690,Parque de las Naciones,El Carmen,8/12/2022,19:49,Belleza y cuidado personal,250,3,Tarjeta
2694,Estrella,San Antonio,8/12/2022,9:12,Papelería y oficina,"9,9",4,Tarjeta
2691,Aurora,Santa Rosa,8/12/2022,17:18,Casa y limpieza,"187,9",4,Tarjeta
2703,Parque de las Naciones,El Carmen,8/12/2022,18:40,Alimentos y bebidas,"34,9",2,Tarjeta
2689,Estrella,San Antonio,8/12/2022,16:01,Casa y limpieza,10,3,Tarjeta
2712,Parque de las Naciones,El Carmen,8/12/2022,13:35,Belleza y cuidado personal,"141,9",2,Tarjeta
2702,Aurora,Santa Rosa,8/12/2022,18:00,Casa y limpieza,40,3,PIX
2681,Parque de las Naciones,El Carmen,8/12/2022,9:18,Electrónicos,"652,9",4,Tarjeta
2693,Parque de las Naciones,El Carmen,8/12/2022,13:19,Electrónicos,"2320,9",3,Tarjeta
2687,Aurora,Santa Rosa,8/12/2022,16:40,Alimentos y bebidas,"96,9",2,Tarjeta
2711,Aurora,Santa Rosa,8/12/2022,19:19,Electrónicos,"3471,9",3,Tarjeta
2710,Parque de las Naciones,El Carmen,8/12/2022,11:52,Alimentos y bebidas,"2,9",3,Dinero
2688,Parque de las Naciones,El Carmen,8/12/2022,15:09,Libros,"28,9",5,PayPal
2684,Aurora,Santa Rosa,8/12/2022,13:45,Casa y limpieza,180,4,PIX
2696,Parque de las Naciones,El Carmen,8/12/2022,17:11,Belleza y cuidado personal,"137,9",4,Tarjeta
2695,Parque de las Naciones,El Carmen,8/12/2022,12:03,Electrónicos,"3610,9",4,Tarjeta
2706,Estrella,San Antonio,8/12/2022,10:45,Casa y limpieza,"47,9",1,Tarjeta
2707,Aurora,Santa Rosa,8/12/2022,15:29,Casa y limpieza,"48,9",4,PIX
2740,Estrella,San Antonio,8/13/2022,14:02,Herramientas y construcción,"321,9",1,PIX
2723,Parque de las Naciones,El Carmen,8/13/2022,12:35,Belleza y cuidado personal,"245,9",1,Tarjeta
2729,Estrella,San Antonio,8/13/2022,16:58,Herramientas y construcción,"67,9",2,PIX
2734,Estrella,San Antonio,8/13/2022,17:44,Electrónicos,6823,3,Dinero
2728,Parque de las Naciones,El Carmen,8/13/2022,18:34,Casa y limpieza,"96,9",3,Tarjeta
2735,Aurora,Santa Rosa,8/13/2022,11:07,Libros,"79,9",2,PIX
2732,Aurora,Santa Rosa,8/13/2022,13:59,Papelería y oficina,"7,9",5,PIX
2724,Parque de las Naciones,El Carmen,8/13/2022,9:15,Herramientas y construcción,"299,9",1,Tarjeta
2738,Estrella,San Antonio,8/13/2022,16:22,Alimentos y bebidas,"43,9",4,PIX
2720,Aurora,Santa Rosa,8/13/2022,9:43,Belleza y cuidado personal,"175,9",5,PIX
2731,Parque de las Naciones,El Carmen,8/13/2022,18:29,Alimentos y bebidas,"93,9",4,Tarjeta
2733,Aurora,Santa Rosa,8/13/2022,18:52,Belleza y cuidado personal,"157,9",3,Dinero
2730,Parque de las Naciones,El Carmen,8/13/2022,18:56,Electrónicos,"5490,9",5,PIX
2719,Parque de las Naciones,El Carmen,8/13/2022,17:31,Alimentos y bebidas,"24,9",4,Tarjeta
2713,Parque de las Naciones,El Carmen,8/13/2022,9:39,Electrónicos,"4771,9",5,PIX
2726,Parque de las Naciones,El Carmen,8/13/2022,15:38,Belleza y cuidado personal,"72,9",4,PIX
2722,Estrella,San Antonio,8/13/2022,18:44,Alimentos y bebidas,9,5,PIX
2716,Parque de las Naciones,El Carmen,8/13/2022,18:12,Belleza y cuidado personal,"17,9",4,Dinero
2725,Aurora,Santa Rosa,8/13/2022,18:29,Belleza y cuidado personal,"47,9",3,PayPal
2739,Aurora,Santa Rosa,8/13/2022,15:54,Papelería y oficina,"43,9",1,PIX
2721,Parque de las Naciones,El Carmen,8/13/2022,11:28,Casa y limpieza,"65,9",2,PIX
2736,Estrella,San Antonio,8/13/2022,14:08,Casa y limpieza,93,4,PIX
2717,Parque de las Naciones,El Carmen,8/13/2022,11:45,Papelería y oficina,"30,9",1,Dinero
2714,Estrella,San Antonio,8/13/2022,13:29,Alimentos y bebidas,"10,9",1,Tarjeta
2737,Aurora,Santa Rosa,8/13/2022,18:14,Electrónicos,"6557,9",1,PIX
2715,Parque de las Naciones,El Carmen,8/13/2022,18:56,Electrónicos,"2374,9",2,PIX
2718,Estrella,San Antonio,8/13/2022,12:10,Alimentos y bebidas,"37,9",4,Tarjeta
2727,Parque de las Naciones,El Carmen,8/13/2022,16:01,Papelería y oficina,"37,9",1,Tarjeta
2754,Aurora,Santa Rosa,8/15/2022,14:52,Alimentos y bebidas,"22,9",5,PIX
2742,Parque de las Naciones,El Carmen,8/15/2022,19:59,Belleza y cuidado personal,"244,9",5,Tarjeta
2761,Aurora,Santa Rosa,8/15/2022,16:06,Casa y limpieza,"65,9",3,Tarjeta
2762,Aurora,Santa Rosa,8/15/2022,12:34,Belleza y cuidado personal,"170,9",4,Tarjeta
2747,Aurora,Santa Rosa,8/15/2022,19:45,Electrónicos,4556,3,PIX
2745,Estrella,San Antonio,8/15/2022,19:47,Belleza y cuidado personal,"138,9",1,PIX
2757,Aurora,Santa Rosa,8/15/2022,18:43,Papelería y oficina,"8,9",5,Tarjeta
2744,Parque de las Naciones,El Carmen,8/15/2022,16:56,Casa y limpieza,"68,9",4,Tarjeta
2748,Parque de las Naciones,El Carmen,8/15/2022,13:22,Alimentos y bebidas,"83,9",2,PayPal
2755,Aurora,Santa Rosa,8/15/2022,19:25,Belleza y cuidado personal,"248,9",3,Tarjeta
2749,Aurora,Santa Rosa,8/15/2022,19:57,Papelería y oficina,"25,9",4,Tarjeta
2741,Parque de las Naciones,El Carmen,8/15/2022,15:49,Electrónicos,"2396,9",2,PayPal
2751,Parque de las Naciones,El Carmen,8/15/2022,17:36,Belleza y cuidado personal,"139,9",3,PayPal
2752,Estrella,San Antonio,8/15/2022,13:39,Belleza y cuidado personal,"142,9",1,PIX
2758,Estrella,San Antonio,8/15/2022,19:52,Alimentos y bebidas,"61,9",4,PayPal
2750,Estrella,San Antonio,8/15/2022,19:58,Herramientas y construcción,"337,9",2,PIX
2753,Estrella,San Antonio,8/15/2022,10:30,Casa y limpieza,"177,9",1,PIX
2756,Parque de las Naciones,El Carmen,8/15/2022,9:37,Belleza y cuidado personal,"212,9",1,Tarjeta
2743,Estrella,San Antonio,8/15/2022,17:44,Herramientas y construcción,"171,9",5,PIX
2759,Estrella,San Antonio,8/15/2022,19:18,Electrónicos,"1736,9",3,Tarjeta
2760,Parque de las Naciones,El Carmen,8/15/2022,16:16,Casa y limpieza,"28,9",4,PayPal
2746,Parque de las Naciones,El Carmen,8/15/2022,19:19,Herramientas y construcción,"271,9",2,PIX
2771,Estrella,San Antonio,8/16/2022,17:53,Casa y limpieza,"104,9",2,Tarjeta
2776,Aurora,Santa Rosa,8/16/2022,19:47,Alimentos y bebidas,"78,9",2,PIX
2774,Estrella,San Antonio,8/16/2022,17:40,Libros,"108,9",4,PIX
2764,Aurora,Santa Rosa,8/16/2022,13:37,Herramientas y construcción,"237,9",3,PIX
2765,Estrella,San Antonio,8/16/2022,16:03,Herramientas y construcción,78,4,PIX
2770,Estrella,San Antonio,8/16/2022,13:26,Casa y limpieza,"181,9",3,Tarjeta
2767,Parque de las Naciones,El Carmen,8/16/2022,19:39,Alimentos y bebidas,"50,9",4,PayPal
2773,Estrella,San Antonio,8/16/2022,13:13,Alimentos y bebidas,"22,9",1,PayPal
2778,Parque de las Naciones,El Carmen,8/16/2022,19:20,Belleza y cuidado personal,"100,9",1,PayPal
2772,Parque de las Naciones,El Carmen,8/16/2022,17:16,Herramientas y construcción,"236,9",4,PIX
2775,Aurora,Santa Rosa,8/16/2022,19:34,Casa y limpieza,"59,9",3,Tarjeta
2769,Parque de las Naciones,El Carmen,8/16/2022,16:25,Alimentos y bebidas,"35,9",1,Tarjeta
2768,Parque de las Naciones,El Carmen,8/16/2022,13:54,Alimentos y bebidas,"57,9",5,Tarjeta
2777,Aurora,Santa Rosa,8/16/2022,16:47,Herramientas y construcción,"289,9",5,PIX
2766,Parque de las Naciones,El Carmen,8/16/2022,13:29,Alimentos y bebidas,72,3,Tarjeta
2763,Estrella,San Antonio,8/16/2022,14:07,Libros,"133,9",5,Tarjeta
2781,Parque de las Naciones,El Carmen,8/17/2022,18:52,Herramientas y construcción,"61,9",1,Tarjeta
2793,Parque de las Naciones,El Carmen,8/17/2022,19:16,Alimentos y bebidas,"41,9",2,Tarjeta
2794,Estrella,San Antonio,8/17/2022,9:00,Alimentos y bebidas,"99,9",2,PIX
2784,Aurora,Santa Rosa,8/17/2022,17:49,Alimentos y bebidas,"14,9",3,PIX
2803,Aurora,Santa Rosa,8/17/2022,17:53,Libros,"128,9",1,Tarjeta
2806,Estrella,San Antonio,8/17/2022,18:32,Belleza y cuidado personal,"209,9",2,PIX
2789,Aurora,Santa Rosa,8/17/2022,9:18,Belleza y cuidado personal,"105,9",3,PIX
2791,Estrella,San Antonio,8/17/2022,18:54,Electrónicos,7965,1,PIX
2787,Parque de las Naciones,El Carmen,8/17/2022,15:38,Papelería y oficina,"6,9",5,Dinero
2809,Estrella,San Antonio,8/17/2022,17:40,Belleza y cuidado personal,"149,9",2,PIX
2779,Parque de las Naciones,El Carmen,8/17/2022,17:27,Electrónicos,"2412,9",1,Tarjeta
2799,Aurora,Santa Rosa,8/17/2022,9:56,Belleza y cuidado personal,"149,9",2,PIX
2792,Parque de las Naciones,El Carmen,8/17/2022,9:37,Casa y limpieza,"142,9",3,Tarjeta
2785,Aurora,Santa Rosa,8/17/2022,18:46,Papelería y oficina,"3,9",3,Tarjeta
2788,Estrella,San Antonio,8/17/2022,9:36,Electrónicos,"2455,9",5,Tarjeta
2810,Parque de las Naciones,El Carmen,8/17/2022,10:17,Alimentos y bebidas,5,2,Tarjeta
2795,Aurora,Santa Rosa,8/17/2022,10:18,Casa y limpieza,"40,9",2,Tarjeta
2780,Estrella,San Antonio,8/17/2022,13:42,Casa y limpieza,"54,9",3,PIX
2802,Parque de las Naciones,El Carmen,8/17/2022,18:50,Electrónicos,"1112,9",1,PIX
2798,Parque de las Naciones,El Carmen,8/17/2022,11:29,Electrónicos,"6974,9",4,PIX
2797,Parque de las Naciones,El Carmen,8/17/2022,13:36,Electrónicos,"1655,9",1,Tarjeta
2801,Parque de las Naciones,El Carmen,8/17/2022,16:55,Papelería y oficina,"27,9",1,PayPal
2805,Aurora,Santa Rosa,8/17/2022,12:21,Electrónicos,"1401,9",2,PIX
2807,Estrella,San Antonio,8/17/2022,18:03,Casa y limpieza,"100,9",1,PIX
2782,Parque de las Naciones,El Carmen,8/17/2022,18:54,Electrónicos,"2635,9",4,PIX
2790,Aurora,Santa Rosa,8/17/2022,19:50,Belleza y cuidado personal,51,1,Tarjeta
2808,Estrella,San Antonio,8/17/2022,18:27,Electrónicos,"6215,9",4,Tarjeta
2796,Estrella,San Antonio,8/17/2022,18:17,Casa y limpieza,"128,9",5,Tarjeta
2800,Estrella,San Antonio,8/17/2022,9:03,Alimentos y bebidas,"53,9",1,PIX
2786,Estrella,San Antonio,8/17/2022,10:19,Electrónicos,"5544,9",3,PIX
2783,Parque de las Naciones,El Carmen,8/17/2022,13:06,Belleza y cuidado personal,"196,9",5,PIX
2804,Estrella,San Antonio,8/17/2022,16:18,Herramientas y construcción,"207,9",3,Tarjeta
2819,Aurora,Santa Rosa,8/18/2022,13:28,Electrónicos,"4554,9",1,Tarjeta
2818,Parque de las Naciones,El Carmen,8/18/2022,12:38,Alimentos y bebidas,"43,9",4,PIX
2822,Estrella,San Antonio,8/18/2022,16:36,Electrónicos,4735,2,Dinero
2815,Estrella,San Antonio,8/18/2022,14:29,Electrónicos,"2527,9",1,Tarjeta
2826,Estrella,San Antonio,8/18/2022,19:08,Electrónicos,"7760,9",5,Tarjeta
2811,Parque de las Naciones,El Carmen,8/18/2022,14:22,Alimentos y bebidas,"66,9",2,PIX
2816,Parque de las Naciones,El Carmen,8/18/2022,17:35,Libros,"124,9",5,PIX
2824,Parque de las Naciones,El Carmen,8/18/2022,12:06,Alimentos y bebidas,44,4,Tarjeta
2812,Parque de las Naciones,El Carmen,8/18/2022,19:47,Electrónicos,5680,2,Tarjeta
2821,Aurora,Santa Rosa,8/18/2022,14:50,Alimentos y bebidas,"11,9",5,Tarjeta
2817,Aurora,Santa Rosa,8/18/2022,13:14,Electrónicos,"1767,9",5,PIX
2828,Aurora,Santa Rosa,8/18/2022,16:06,Casa y limpieza,"160,9",5,Tarjeta
2825,Parque de las Naciones,El Carmen,8/18/2022,18:34,Belleza y cuidado personal,"120,9",1,Tarjeta
2813,Parque de las Naciones,El Carmen,8/18/2022,12:59,Alimentos y bebidas,"47,9",2,Dinero
2827,Aurora,Santa Rosa,8/18/2022,16:29,Electrónicos,"3228,9",2,Tarjeta
2823,Aurora,Santa Rosa,8/18/2022,16:41,Belleza y cuidado personal,"87,9",2,Tarjeta
2820,Parque de las Naciones,El Carmen,8/18/2022,16:26,Papelería y oficina,"36,9",4,Tarjeta
2814,Parque de las Naciones,El Carmen,8/18/2022,9:00,Alimentos y bebidas,"83,9",4,Tarjeta
2848,Parque de las Naciones,El Carmen,8/19/2022,16:15,Casa y limpieza,"176,9",1,PIX
2847,Parque de las Naciones,El Carmen,8/19/2022,12:26,Alimentos y bebidas,"52,9",3,PayPal
2846,Estrella,San Antonio,8/19/2022,9:26,Electrónicos,"6588,9",4,PIX
2844,Estrella,San Antonio,8/19/2022,16:37,Alimentos y bebidas,"83,9",2,Dinero
2831,Aurora,Santa Rosa,8/19/2022,18:57,Herramientas y construcción,"349,9",3,Tarjeta
2842,Aurora,Santa Rosa,8/19/2022,14:17,Casa y limpieza,"11,9",1,Tarjeta
2839,Parque de las Naciones,El Carmen,8/19/2022,19:40,Herramientas y construcción,"101,9",1,Tarjeta
2845,Estrella,San Antonio,8/19/2022,16:21,Herramientas y construcción,"149,9",1,PIX
2834,Estrella,San Antonio,8/19/2022,18:57,Alimentos y bebidas,"4,9",2,Dinero
2833,Estrella,San Antonio,8/19/2022,17:36,Electrónicos,"3455,9",1,PayPal
2838,Estrella,San Antonio,8/19/2022,12:27,Alimentos y bebidas,"15,9",4,PayPal
2836,Aurora,Santa Rosa,8/19/2022,17:48,Casa y limpieza,"27,9",3,PIX
2830,Aurora,Santa Rosa,8/19/2022,18:41,Papelería y oficina,"29,9",2,Tarjeta
2849,Aurora,Santa Rosa,8/19/2022,17:28,Casa y limpieza,"20,9",5,PayPal
2841,Aurora,Santa Rosa,8/19/2022,17:32,Casa y limpieza,"89,9",5,PIX
2843,Aurora,Santa Rosa,8/19/2022,16:02,Alimentos y bebidas,"64,9",1,Tarjeta
2835,Parque de las Naciones,El Carmen,8/19/2022,13:34,Electrónicos,"5529,9",4,Tarjeta
2840,Aurora,Santa Rosa,8/19/2022,18:40,Belleza y cuidado personal,36,2,Tarjeta
2832,Aurora,Santa Rosa,8/19/2022,11:42,Electrónicos,1816,5,PIX
2829,Parque de las Naciones,El Carmen,8/19/2022,18:29,Electrónicos,875,3,Tarjeta
2837,Parque de las Naciones,El Carmen,8/19/2022,17:36,Alimentos y bebidas,"11,9",4,Tarjeta
2850,Estrella,San Antonio,8/19/2022,18:52,Alimentos y bebidas,"67,9",1,Tarjeta
2868,Parque de las Naciones,El Carmen,8/20/2022,9:27,Herramientas y construcción,"54,9",1,Tarjeta
2867,Estrella,San Antonio,8/20/2022,13:57,Papelería y oficina,"8,9",2,Tarjeta
2855,Parque de las Naciones,El Carmen,8/20/2022,13:53,Papelería y oficina,18,4,Tarjeta
2860,Estrella,San Antonio,8/20/2022,12:17,Electrónicos,"354,9",5,PIX
2858,Parque de las Naciones,El Carmen,8/20/2022,13:09,Electrónicos,7119,3,Tarjeta
2864,Aurora,Santa Rosa,8/20/2022,17:25,Belleza y cuidado personal,"32,9",4,Tarjeta
2863,Estrella,San Antonio,8/20/2022,19:47,Electrónicos,"1969,9",5,Tarjeta
2853,Aurora,Santa Rosa,8/20/2022,16:24,Casa y limpieza,"159,9",3,PIX
2852,Parque de las Naciones,El Carmen,8/20/2022,18:12,Electrónicos,"5932,9",5,Tarjeta
2870,Estrella,San Antonio,8/20/2022,18:36,Electrónicos,"3124,9",4,PIX
2862,Aurora,Santa Rosa,8/20/2022,13:38,Casa y limpieza,"70,9",1,PIX
2851,Parque de las Naciones,El Carmen,8/20/2022,13:52,Libros,"70,9",1,Tarjeta
2859,Parque de las Naciones,El Carmen,8/20/2022,12:34,Alimentos y bebidas,"41,9",4,Tarjeta
2865,Aurora,Santa Rosa,8/20/2022,17:04,Libros,"111,9",3,Dinero
2856,Aurora,Santa Rosa,8/20/2022,19:53,Papelería y oficina,"43,9",5,Tarjeta
2861,Parque de las Naciones,El Carmen,8/20/2022,18:00,Casa y limpieza,"187,9",5,Tarjeta
2866,Aurora,Santa Rosa,8/20/2022,16:45,Casa y limpieza,"152,9",1,Tarjeta
2854,Estrella,San Antonio,8/20/2022,10:43,Libros,"131,9",4,Tarjeta
2857,Estrella,San Antonio,8/20/2022,18:06,Herramientas y construcción,239,4,Dinero
2869,Parque de las Naciones,El Carmen,8/20/2022,18:08,Herramientas y construcción,"179,9",5,Dinero
2887,Parque de las Naciones,El Carmen,8/22/2022,19:09,Herramientas y construcción,"67,9",4,Tarjeta
2882,Parque de las Naciones,El Carmen,8/22/2022,18:41,Electrónicos,"1633,9",2,Tarjeta
2891,Aurora,Santa Rosa,8/22/2022,12:39,Alimentos y bebidas,"35,9",1,Tarjeta
2871,Aurora,Santa Rosa,8/22/2022,13:33,Herramientas y construcción,350,4,Dinero
2883,Aurora,Santa Rosa,8/22/2022,16:36,Casa y limpieza,74,2,Tarjeta
2884,Parque de las Naciones,El Carmen,8/22/2022,17:51,Casa y limpieza,"58,9",5,PIX
2875,Aurora,Santa Rosa,8/22/2022,14:36,Casa y limpieza,"96,9",1,Tarjeta
2872,Aurora,Santa Rosa,8/22/2022,12:48,Electrónicos,"2674,9",1,Tarjeta
2873,Parque de las Naciones,El Carmen,8/22/2022,16:01,Casa y limpieza,"193,9",5,Tarjeta
2896,Parque de las Naciones,El Carmen,8/22/2022,13:09,Electrónicos,"6632,9",4,PIX
2893,Aurora,Santa Rosa,8/22/2022,11:56,Electrónicos,"238,9",5,Tarjeta
2892,Parque de las Naciones,El Carmen,8/22/2022,19:21,Belleza y cuidado personal,"68,9",2,Dinero
2894,Parque de las Naciones,El Carmen,8/22/2022,19:34,Alimentos y bebidas,"23,9",4,PIX
2888,Aurora,Santa Rosa,8/22/2022,19:57,Belleza y cuidado personal,"60,9",5,PIX
2877,Aurora,Santa Rosa,8/22/2022,17:52,Electrónicos,"3745,9",1,Tarjeta
2880,Estrella,San Antonio,8/22/2022,19:31,Alimentos y bebidas,"14,9",3,PIX
2897,Aurora,Santa Rosa,8/22/2022,10:40,Electrónicos,665,1,PIX
2878,Estrella,San Antonio,8/22/2022,16:06,Electrónicos,"7318,9",2,PIX
2881,Parque de las Naciones,El Carmen,8/22/2022,11:52,Electrónicos,"4003,9",3,Dinero
2886,Aurora,Santa Rosa,8/22/2022,17:52,Papelería y oficina,"19,9",4,Tarjeta
2890,Parque de las Naciones,El Carmen,8/22/2022,13:31,Herramientas y construcción,"122,9",4,Tarjeta
2898,Parque de las Naciones,El Carmen,8/22/2022,19:31,Alimentos y bebidas,"63,9",5,Dinero
2885,Aurora,Santa Rosa,8/22/2022,18:06,Alimentos y bebidas,87,1,PIX
2874,Estrella,San Antonio,8/22/2022,16:35,Electrónicos,"5165,9",3,PIX
2876,Aurora,Santa Rosa,8/22/2022,13:55,Belleza y cuidado personal,"28,9",1,Tarjeta
2895,Estrella,San Antonio,8/22/2022,18:21,Belleza y cuidado personal,"52,9",1,Tarjeta
2889,Estrella,San Antonio,8/22/2022,14:32,Casa y limpieza,"60,9",1,Dinero
2879,Aurora,Santa Rosa,8/22/2022,19:05,Belleza y cuidado personal,"207,9",4,Dinero
2910,Aurora,Santa Rosa,8/23/2022,13:10,Electrónicos,"3788,9",2,Tarjeta
2914,Estrella,San Antonio,8/23/2022,13:51,Electrónicos,"5960,9",5,Tarjeta
2901,Aurora,Santa Rosa,8/23/2022,19:42,Belleza y cuidado personal,"143,9",5,PIX
2920,Aurora,Santa Rosa,8/23/2022,13:20,Electrónicos,"3850,9",5,Tarjeta
2905,Aurora,Santa Rosa,8/23/2022,19:40,Herramientas y construcción,"86,9",2,PIX
2926,Estrella,San Antonio,8/23/2022,12:47,Belleza y cuidado personal,"131,9",3,Tarjeta
2900,Aurora,Santa Rosa,8/23/2022,13:03,Electrónicos,"7512,9",3,Tarjeta
2928,Aurora,Santa Rosa,8/23/2022,13:16,Casa y limpieza,"40,9",4,PIX
2909,Parque de las Naciones,El Carmen,8/23/2022,11:28,Electrónicos,"5532,9",4,Tarjeta
2904,Aurora,Santa Rosa,8/23/2022,13:36,Libros,"33,9",4,Tarjeta
2907,Aurora,Santa Rosa,8/23/2022,11:13,Belleza y cuidado personal,"175,9",1,PIX
2925,Parque de las Naciones,El Carmen,8/23/2022,18:44,Electrónicos,"7838,9",3,PIX
2899,Aurora,Santa Rosa,8/23/2022,9:20,Casa y limpieza,"189,9",4,PIX
2918,Estrella,San Antonio,8/23/2022,17:21,Alimentos y bebidas,"99,9",3,PIX
2903,Parque de las Naciones,El Carmen,8/23/2022,13:43,Casa y limpieza,"100,9",4,Tarjeta
2923,Estrella,San Antonio,8/23/2022,13:53,Belleza y cuidado personal,"144,9",2,Tarjeta
2917,Estrella,San Antonio,8/23/2022,13:42,Papelería y oficina,"41,9",4,PayPal
2915,Parque de las Naciones,El Carmen,8/23/2022,18:39,Casa y limpieza,"43,9",4,Tarjeta
2911,Aurora,Santa Rosa,8/23/2022,17:30,Alimentos y bebidas,"98,9",4,PIX
2902,Estrella,San Antonio,8/23/2022,17:05,Belleza y cuidado personal,"225,9",5,PIX
2912,Estrella,San Antonio,8/23/2022,12:24,Electrónicos,"2503,9",1,Tarjeta
2922,Parque de las Naciones,El Carmen,8/23/2022,13:07,Belleza y cuidado personal,"69,9",2,PIX
2924,Parque de las Naciones,El Carmen,8/23/2022,11:34,Casa y limpieza,"42,9",5,PIX
2921,Parque de las Naciones,El Carmen,8/23/2022,13:14,Electrónicos,"3852,9",2,Tarjeta
2908,Estrella,San Antonio,8/23/2022,16:45,Electrónicos,"3851,9",2,Tarjeta
2913,Estrella,San Antonio,8/23/2022,12:52,Papelería y oficina,"48,9",1,PIX
2919,Parque de las Naciones,El Carmen,8/23/2022,13:15,Casa y limpieza,"11,9",4,Tarjeta
2916,Aurora,Santa Rosa,8/23/2022,19:48,Belleza y cuidado personal,"160,9",1,Tarjeta
2906,Aurora,Santa Rosa,8/23/2022,17:39,Belleza y cuidado personal,"78,9",5,PayPal
2927,Estrella,San Antonio,8/23/2022,9:40,Casa y limpieza,"173,9",5,PIX
2943,Estrella,San Antonio,8/24/2022,12:35,Casa y limpieza,"110,9",3,PIX
2935,Estrella,San Antonio,8/24/2022,12:17,Electrónicos,"2510,9",1,PayPal
2933,Parque de las Naciones,El Carmen,8/24/2022,13:23,Papelería y oficina,"12,9",3,Tarjeta
2940,Parque de las Naciones,El Carmen,8/24/2022,12:26,Casa y limpieza,"127,9",4,Dinero
2945,Estrella,San Antonio,8/24/2022,13:36,Alimentos y bebidas,"64,9",2,Tarjeta
2936,Parque de las Naciones,El Carmen,8/24/2022,13:29,Alimentos y bebidas,"45,9",3,Tarjeta
2946,Parque de las Naciones,El Carmen,8/24/2022,15:32,Libros,"61,9",4,PIX
2937,Estrella,San Antonio,8/24/2022,18:48,Electrónicos,"7781,9",2,PIX
2942,Parque de las Naciones,El Carmen,8/24/2022,14:51,Electrónicos,"6814,9",4,PIX
2929,Estrella,San Antonio,8/24/2022,16:36,Alimentos y bebidas,"29,9",5,Tarjeta
2941,Estrella,San Antonio,8/24/2022,10:51,Papelería y oficina,"16,9",5,Tarjeta
2932,Estrella,San Antonio,8/24/2022,9:40,Alimentos y bebidas,"6,9",2,PIX
2931,Aurora,Santa Rosa,8/24/2022,14:31,Belleza y cuidado personal,"143,9",1,Tarjeta
2938,Aurora,Santa Rosa,8/24/2022,12:52,Belleza y cuidado personal,"215,9",1,Dinero
2944,Aurora,Santa Rosa,8/24/2022,10:13,Alimentos y bebidas,"69,9",1,Tarjeta
2939,Parque de las Naciones,El Carmen,8/24/2022,18:20,Herramientas y construcción,"160,9",4,PayPal
2947,Aurora,Santa Rosa,8/24/2022,16:39,Casa y limpieza,"56,9",2,PIX
2930,Estrella,San Antonio,8/24/2022,13:11,Electrónicos,4923,1,PIX
2934,Parque de las Naciones,El Carmen,8/24/2022,10:44,Herramientas y construcción,"159,9",3,PIX
2948,Estrella,San Antonio,8/24/2022,10:18,Libros,"77,9",5,PIX
2951,Aurora,Santa Rosa,8/25/2022,19:41,Belleza y cuidado personal,"137,9",2,Tarjeta
2964,Estrella,San Antonio,8/25/2022,18:18,Alimentos y bebidas,"8,9",2,Tarjeta
2974,Estrella,San Antonio,8/25/2022,16:41,Casa y limpieza,101,5,Tarjeta
2952,Aurora,Santa Rosa,8/25/2022,13:58,Alimentos y bebidas,"56,9",5,PayPal
2975,Aurora,Santa Rosa,8/25/2022,17:48,Casa y limpieza,"194,9",3,Dinero
2950,Aurora,Santa Rosa,8/25/2022,13:53,Casa y limpieza,"60,9",5,Tarjeta
2957,Estrella,San Antonio,8/25/2022,10:25,Papelería y oficina,"25,9",3,PIX
2970,Aurora,Santa Rosa,8/25/2022,18:40,Libros,"137,9",2,PIX
2968,Estrella,San Antonio,8/25/2022,13:51,Electrónicos,"2879,9",2,PIX
2971,Estrella,San Antonio,8/25/2022,19:33,Electrónicos,"4169,9",3,Tarjeta
2955,Parque de las Naciones,El Carmen,8/25/2022,18:12,Electrónicos,"3691,9",3,PIX
2959,Aurora,Santa Rosa,8/25/2022,17:34,Casa y limpieza,"150,9",4,Dinero
2977,Aurora,Santa Rosa,8/25/2022,17:46,Belleza y cuidado personal,"48,9",1,Dinero
2976,Parque de las Naciones,El Carmen,8/25/2022,17:37,Belleza y cuidado personal,"208,9",2,PIX
2961,Parque de las Naciones,El Carmen,8/25/2022,13:18,Alimentos y bebidas,"88,9",4,PIX
2953,Parque de las Naciones,El Carmen,8/25/2022,15:20,Belleza y cuidado personal,"108,9",2,Dinero
2973,Estrella,San Antonio,8/25/2022,10:39,Casa y limpieza,170,5,Tarjeta
2965,Estrella,San Antonio,8/25/2022,17:16,Casa y limpieza,"75,9",3,Dinero
2967,Parque de las Naciones,El Carmen,8/25/2022,19:59,Electrónicos,"6050,9",2,Tarjeta
2966,Aurora,Santa Rosa,8/25/2022,15:28,Alimentos y bebidas,"46,9",4,PIX
2972,Aurora,Santa Rosa,8/25/2022,16:12,Libros,"17,9",3,Tarjeta
2949,Parque de las Naciones,El Carmen,8/25/2022,13:55,Casa y limpieza,"86,9",2,PIX
2978,Aurora,Santa Rosa,8/25/2022,13:30,Belleza y cuidado personal,"224,9",2,PIX
